adventurer_id,age,total_watch_time,avg_watch_time,num_views,avg_completion_rate,median_completion_rate,unique_content,num_subscriptions,num_publishers,num_churns,genre_diversity,lang_diversity,cluster
6b1e,16,750.0,125.0,6.0,0.3392488460419752,0.13427066228790366,6.0,9,5,8.0,5.0,2.0,5
6bcr,62,68.0,68.0,1.0,0.19439679817038308,0.19439679817038308,1.0,3,3,3.0,1.0,1.0,6
6blj,66,680.0,136.0,5.0,0.501775965884124,0.5301379811183733,5.0,9,7,8.0,2.0,2.0,5
6bzv,99,454.0,227.0,2.0,0.8213290199190217,0.8213290199190217,2.0,5,3,5.0,2.0,1.0,3
6cob,22,1078.0,269.5,4.0,0.7322275203544568,0.8804583370439636,4.0,5,4,3.0,3.0,1.0,3
7grl,50,354.0,88.5,4.0,0.31400334881272496,0.14601920920481692,4.0,1,1,0.0,3.0,1.0,6
6cvw,73,36.0,36.0,1.0,0.11516314779270632,0.11516314779270632,1.0,2,2,1.0,1.0,1.0,6
6cwv,30,906.0,151.0,6.0,0.4841829466861595,0.5498038823415297,6.0,6,4,6.0,6.0,1.0,1
6d1p,14,2381.0,264.55555555555554,9.0,0.7277244529911161,0.9622367465504721,9.0,5,4,5.0,5.0,1.0,1
6dcs,88,56.0,56.0,1.0,0.19690576652601965,0.19690576652601965,1.0,7,4,7.0,1.0,1.0,2
6dfo,40,662.0,94.57142857142857,7.0,0.34716558593589475,0.38167938931297707,7.0,14,8,13.0,2.0,1.0,5
6dhu,86,278.0,139.0,2.0,0.4107976546078106,0.4107976546078106,2.0,3,3,1.0,1.0,1.0,6
6dji,47,1381.0,230.16666666666666,6.0,0.7095545354965727,0.7850672877846792,6.0,9,5,8.0,3.0,1.0,2
6dst,35,199.0,49.75,4.0,0.1277822317028084,0.11727999717963934,4.0,5,5,3.0,3.0,1.0,2
6dw6,44,1740.0,193.33333333333334,9.0,0.5945326327985153,0.7436570428696413,9.0,6,5,5.0,6.0,1.0,1
6eay,85,153.0,153.0,1.0,0.5567685589519651,0.5567685589519651,1.0,3,3,2.0,1.0,1.0,3
6edp,51,507.0,84.5,6.0,0.25141501589121423,0.13518706405700315,6.0,8,7,7.0,4.0,1.0,2
6fdi,54,1117.0,186.16666666666666,6.0,0.6004599453452785,0.519744206610132,6.0,8,5,7.0,3.0,1.0,2
6fws,48,430.0,215.0,2.0,0.5819066063426965,0.5819066063426965,2.0,4,4,3.0,2.0,1.0,3
6ga4,108,1136.0,142.0,8.0,0.43254235498355104,0.4968165303471759,8.0,7,4,6.0,6.0,1.0,1
6h33,21,577.0,82.42857142857143,7.0,0.25183776171772176,0.17958030669895078,7.0,3,3,2.0,5.0,2.0,1
6hnl,20,227.0,75.66666666666667,3.0,0.19109413791356333,0.22932816537467698,3.0,2,2,1.0,3.0,1.0,6
6hu4,22,1621.0,324.2,5.0,0.6395951674432253,0.7635658914728682,5.0,1,1,0.0,4.0,1.0,3
6hxn,36,1182.0,107.45454545454545,11.0,0.37857086714330584,0.1989247311827957,11.0,5,5,4.0,4.0,1.0,1
6is2,87,531.0,132.75,4.0,0.4025320556503642,0.28085677437345324,4.0,3,3,3.0,3.0,1.0,6
6iyz,22,1504.0,150.4,10.0,0.4006178837995181,0.2788787962198367,10.0,6,5,6.0,5.0,1.0,1
6j3h,54,205.0,102.5,2.0,0.32037183134507957,0.32037183134507957,2.0,2,2,2.0,2.0,1.0,6
6j8i,40,489.0,244.5,2.0,0.6729243786356425,0.6729243786356425,2.0,1,1,0.0,2.0,1.0,3
6jju,39,1425.0,158.33333333333334,9.0,0.4732226788238769,0.3443526170798898,9.0,4,4,4.0,5.0,1.0,1
6jnh,146,135.0,67.5,2.0,0.2625672607917474,0.2625672607917474,2.0,6,3,6.0,2.0,1.0,2
6k9d,121,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4.0,0.0,0.0,0
6ktz,46,13.0,13.0,1.0,0.0880758807588076,0.0880758807588076,1.0,1,1,0.0,1.0,1.0,6
6kvt,22,1472.0,122.66666666666667,12.0,0.3029487122846442,0.18945793183998663,12.0,10,8,9.0,6.0,2.0,5
6l69,104,118.0,59.0,2.0,0.3852096763474447,0.3852096763474447,2.0,1,1,0.0,1.0,1.0,6
6lyf,47,1523.0,217.57142857142858,7.0,0.6345047222904141,0.699724517906336,7.0,3,3,2.0,5.0,1.0,1
6mjn,71,64.0,32.0,2.0,0.0939026179546836,0.0939026179546836,2.0,5,4,5.0,1.0,1.0,6
6mnl,34,281.0,281.0,1.0,0.8173356602675974,0.8173356602675974,1.0,6,5,5.0,1.0,1.0,3
6mrk,28,4373.0,230.1578947368421,19.0,0.6373422872456153,0.6532921810699588,19.0,6,6,6.0,6.0,2.0,4
6nqo,133,740.0,185.0,4.0,0.5870623355404819,0.7384366305737273,4.0,4,4,3.0,2.0,1.0,3
6nsf,54,1852.0,231.5,8.0,0.6814137599180312,0.7891262539633037,8.0,12,8,11.0,3.0,1.0,5
6nto,38,618.0,206.0,3.0,0.6633672933810884,0.9404502541757445,3.0,6,5,5.0,1.0,1.0,2
6o77,59,72.0,72.0,1.0,0.22900763358778622,0.22900763358778622,1.0,6,4,6.0,1.0,1.0,2
6ofw,27,440.0,146.66666666666666,3.0,0.41791405500240514,0.24547803617571057,3.0,4,3,4.0,2.0,1.0,2
6oiu,133,39.0,39.0,1.0,0.13771186440677965,0.13771186440677965,1.0,4,4,4.0,1.0,1.0,6
6ojb,27,1146.0,191.0,6.0,0.516053116983111,0.48654750012934145,6.0,3,3,3.0,3.0,1.0,1
6oqr,44,1374.0,196.28571428571428,7.0,0.5631072582738695,0.46314416177429873,7.0,3,3,2.0,5.0,2.0,1
6oyc,48,45.0,45.0,1.0,0.1968503937007874,0.1968503937007874,1.0,1,1,0.0,1.0,1.0,6
6pbl,20,752.0,107.42857142857143,7.0,0.31681037637908016,0.2534435261707989,7.0,10,6,9.0,4.0,2.0,5
6pjk,28,720.0,180.0,4.0,0.48032237472838063,0.4771955787055778,4.0,3,3,2.0,2.0,1.0,3
6pk5,54,0.0,0.0,0.0,0.0,0.0,0.0,5,3,5.0,0.0,0.0,0
6pml,14,1263.0,105.25,12.0,0.2918879288554332,0.24835342886602277,12.0,8,6,8.0,6.0,2.0,5
6pox,80,572.0,71.5,8.0,0.25878012678892914,0.1875746714456392,8.0,5,5,4.0,5.0,1.0,2
6ps2,21,2701.0,225.08333333333334,12.0,0.6321731878805378,0.6471458248656461,12.0,2,2,0.0,6.0,1.0,1
6pvw,100,152.0,38.0,4.0,0.12988081431901755,0.12059902268527795,4.0,5,4,4.0,3.0,1.0,6
6q8u,30,545.0,181.66666666666666,3.0,0.38348709037865997,0.2694165737643998,3.0,4,4,3.0,3.0,1.0,2
6qaq,51,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1.0,0.0,0.0,0
6qe6,11,923.0,184.6,5.0,0.49279470005347503,0.3825136612021858,5.0,3,2,2.0,5.0,1.0,3
6qf4,19,613.0,153.25,4.0,0.41531046036747,0.29983550607785614,4.0,3,2,3.0,3.0,1.0,3
6qkk,86,1809.0,201.0,9.0,0.6276467188389817,0.6371406371406372,9.0,9,8,8.0,4.0,2.0,5
6qm8,71,767.0,191.75,4.0,0.7367521838390355,0.718232044198895,4.0,4,3,1.0,3.0,1.0,3
6qnm,45,712.0,118.66666666666667,6.0,0.391987744314918,0.22234876434292558,6.0,10,6,9.0,4.0,1.0,5
6qob,13,334.0,111.33333333333333,3.0,0.2780642797016591,0.07562536358347877,3.0,6,3,5.0,1.0,1.0,2
6qsb,92,2536.0,230.54545454545453,11.0,0.7011863288227915,0.6951716114019779,11.0,8,5,6.0,6.0,1.0,4
6qwi,96,337.0,67.4,5.0,0.21357131584543362,0.09689922480620154,5.0,5,3,4.0,4.0,1.0,2
6qxf,85,545.0,181.66666666666666,3.0,0.5349511290866195,0.45219638242894056,3.0,1,1,0.0,3.0,1.0,3
6rbz,17,1154.0,88.76923076923077,13.0,0.21964799547390187,0.15308641975308643,13.0,10,7,8.0,7.0,2.0,5
6rd3,43,845.0,140.83333333333334,6.0,0.4030780545512125,0.2867174571790849,6.0,6,4,6.0,5.0,1.0,2
6rjx,36,55.0,55.0,1.0,0.1766217084136159,0.1766217084136159,1.0,1,1,0.0,1.0,1.0,6
6sdo,56,270.0,270.0,1.0,0.967741935483871,0.967741935483871,1.0,1,1,0.0,1.0,1.0,3
6ses,17,1341.0,223.5,6.0,0.5422887474404375,0.5454364275749451,6.0,6,4,6.0,4.0,1.0,1
6sf4,31,556.0,79.42857142857143,7.0,0.2213475101602964,0.15792442188381273,7.0,7,4,6.0,5.0,1.0,2
6t3u,54,18.0,18.0,1.0,0.05847953216374269,0.05847953216374269,1.0,7,4,5.0,1.0,1.0,6
6tey,133,451.0,150.33333333333334,3.0,0.570667078567752,0.587557603686636,3.0,5,4,4.0,2.0,1.0,2
6tp5,74,414.0,103.5,4.0,0.3741221380974047,0.3793592718891099,4.0,8,6,7.0,3.0,1.0,2
6ttv,101,360.0,180.0,2.0,0.5268761936861026,0.5268761936861026,2.0,1,1,0.0,2.0,1.0,3
6ueu,79,454.0,90.8,5.0,0.2939428124827226,0.28944020356234096,5.0,8,6,8.0,3.0,1.0,2
7n4d,31,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0
6ux4,51,1731.0,173.1,10.0,0.5136176088224157,0.49851190476190477,10.0,7,5,6.0,5.0,1.0,1
6uyx,55,279.0,279.0,1.0,0.7380952380952381,0.7380952380952381,1.0,2,2,1.0,1.0,1.0,3
6v2h,25,1832.0,140.92307692307693,13.0,0.4273652159966378,0.41589648798521256,13.0,7,6,5.0,6.0,1.0,4
6vck,28,324.0,162.0,2.0,0.45546802923852103,0.45546802923852103,2.0,5,4,3.0,2.0,1.0,2
6vvq,45,308.0,154.0,2.0,0.5685496467335314,0.5685496467335314,2.0,1,1,0.0,2.0,1.0,3
6vy2,102,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2.0,0.0,0.0,0
6w5i,89,52.0,52.0,1.0,0.25793650793650796,0.25793650793650796,1.0,7,5,5.0,1.0,1.0,2
6wcu,40,871.0,217.75,4.0,0.6089164027417501,0.6750076522803796,4.0,7,7,7.0,4.0,1.0,2
6wsr,30,3027.0,216.21428571428572,14.0,0.5800132577835242,0.7229840112098775,14.0,10,7,9.0,7.0,1.0,4
6wx1,27,1333.0,190.42857142857142,7.0,0.5160544971328263,0.4425410421127766,7.0,6,5,5.0,4.0,1.0,1
6x1d,36,2511.0,179.35714285714286,14.0,0.5656727727760434,0.6616686759091821,14.0,7,4,7.0,6.0,1.0,4
6x61,188,753.0,125.5,6.0,0.4065481277941962,0.3433321371912065,6.0,8,6,7.0,4.0,1.0,2
6xhf,49,539.0,179.66666666666666,3.0,0.5981307086443616,0.8265213442325159,3.0,1,1,0.0,2.0,1.0,3
6xrv,86,623.0,207.66666666666666,3.0,0.6977998119490533,0.7655038759689922,3.0,5,4,5.0,2.0,1.0,2
6xze,41,448.0,89.6,5.0,0.28466515407815857,0.2487080103359173,5.0,5,5,4.0,3.0,1.0,2
6ye1,70,471.0,235.5,2.0,0.665253885149173,0.665253885149173,2.0,8,6,7.0,2.0,1.0,2
6yhn,29,2527.0,252.7,10.0,0.6595401274634378,0.6392839333475808,10.0,2,2,1.0,6.0,1.0,1
6yu2,64,309.0,61.8,5.0,0.20377461504068503,0.13435700575815737,5.0,7,6,6.0,4.0,1.0,2
6z6y,232,208.0,104.0,2.0,0.39932293199882246,0.39932293199882246,2.0,3,2,2.0,2.0,1.0,6
6z83,82,384.0,128.0,3.0,0.35881397940343557,0.13372472276581865,3.0,5,5,4.0,3.0,1.0,2
6z8p,26,564.0,112.8,5.0,0.355157330919351,0.2993295019157088,5.0,7,7,7.0,2.0,2.0,5
6zom,11,582.0,97.0,6.0,0.2734675009892204,0.169593147751606,6.0,7,5,6.0,3.0,1.0,2
6zss,66,1573.0,157.3,10.0,0.5232451098679644,0.4822938689217759,10.0,8,6,7.0,5.0,1.0,5
6ztt,25,1325.0,220.83333333333334,6.0,0.6674951509031364,0.7514127815174936,6.0,5,4,4.0,3.0,1.0,1
711q,23,554.0,184.66666666666666,3.0,0.6731534667615086,0.6641975308641975,3.0,1,1,0.0,2.0,1.0,3
716d,26,1064.0,177.33333333333334,6.0,0.4878832526680277,0.45452576337058903,6.0,7,6,7.0,6.0,1.0,2
71qs,160,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0
7232,21,1782.0,178.2,10.0,0.4836894491919021,0.6190269387797782,10.0,4,3,3.0,6.0,1.0,1
7247,88,21.0,21.0,1.0,0.0819672131147541,0.0819672131147541,1.0,2,2,2.0,1.0,1.0,6
7269,91,19.0,19.0,1.0,0.0741608118657299,0.0741608118657299,1.0,4,3,3.0,1.0,1.0,6
72ev,92,411.0,82.2,5.0,0.2881091723051709,0.1304631441617743,5.0,6,3,6.0,4.0,1.0,2
72f4,63,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4.0,0.0,0.0,0
72jw,39,809.0,89.88888888888889,9.0,0.26259794142340864,0.1891506067094932,9.0,8,5,6.0,4.0,1.0,2
745o,67,122.0,61.0,2.0,0.18014867511290517,0.18014867511290517,2.0,2,2,0.0,1.0,1.0,6
74do,13,561.0,112.2,5.0,0.3490068927432583,0.278372591006424,5.0,3,3,2.0,3.0,2.0,6
74gz,12,2675.0,191.07142857142858,14.0,0.4838685602854517,0.4138504398035724,14.0,6,6,5.0,7.0,1.0,4
74rf,26,2805.0,187.0,15.0,0.5618781150760829,0.6336088154269972,15.0,10,6,9.0,6.0,1.0,4
7567,90,803.0,133.83333333333334,6.0,0.3642676743492996,0.30297041561863697,6.0,12,7,10.0,4.0,2.0,5
756v,32,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0
75gv,28,230.0,115.0,2.0,0.32602852703588336,0.32602852703588336,2.0,7,6,6.0,2.0,1.0,2
75xu,12,833.0,138.83333333333334,6.0,0.3185908714733528,0.22670051031000005,6.0,5,5,4.0,3.0,1.0,2
771c,14,217.0,108.5,2.0,0.2909362708319123,0.2909362708319123,2.0,1,1,0.0,1.0,1.0,6
77gk,65,206.0,206.0,1.0,0.8540630182421227,0.8540630182421227,1.0,4,4,3.0,1.0,1.0,3
77it,45,737.0,184.25,4.0,0.6026866235013371,0.6408516436357394,4.0,6,5,6.0,4.0,1.0,2
77vg,131,0.0,0.0,0.0,0.0,0.0,0.0,5,3,4.0,0.0,0.0,0
786j,95,1442.0,180.25,8.0,0.5237635854526698,0.44279029397335745,8.0,11,6,10.0,5.0,1.0,5
786o,18,227.0,227.0,1.0,0.5435823754789272,0.5435823754789272,1.0,4,4,3.0,1.0,1.0,3
78o2,26,376.0,125.33333333333333,3.0,0.36434319747406957,0.10110893672537508,3.0,2,2,2.0,3.0,1.0,6
79l5,29,12.0,12.0,1.0,0.05952380952380953,0.05952380952380953,1.0,1,1,0.0,1.0,1.0,6
79n1,29,2674.0,178.26666666666668,15.0,0.4903088192834307,0.2975206611570248,15.0,9,5,7.0,6.0,1.0,4
79vm,53,769.0,153.8,5.0,0.5244533126058,0.2576335877862595,5.0,6,3,5.0,4.0,1.0,2
7ads,23,778.0,155.6,5.0,0.4436463108817799,0.14252472367655614,5.0,5,4,4.0,3.0,1.0,2
7b1e,54,2244.0,172.6153846153846,13.0,0.5220271408835553,0.6682027649769586,13.0,8,6,7.0,7.0,1.0,4
7b4g,39,62.0,62.0,1.0,0.30753968253968256,0.30753968253968256,1.0,1,1,0.0,1.0,1.0,6
7b89,13,1068.0,178.0,6.0,0.4180144922764098,0.33966252575885636,6.0,6,4,5.0,5.0,1.0,1
7bdb,18,1034.0,206.8,5.0,0.5801354303909422,0.8347107438016529,5.0,5,5,4.0,4.0,1.0,1
7bxj,34,1112.0,222.4,5.0,0.6341563974703017,0.9576719576719577,5.0,1,1,0.0,5.0,1.0,3
7c6p,44,3017.0,232.07692307692307,13.0,0.6908424670914356,0.8936725375081539,13.0,9,6,7.0,6.0,1.0,4
7c8i,75,266.0,266.0,1.0,0.9851851851851852,0.9851851851851852,1.0,4,4,3.0,1.0,1.0,3
7cd6,104,0.0,0.0,0.0,0.0,0.0,0.0,7,4,6.0,0.0,0.0,0
7ceu,92,1104.0,157.71428571428572,7.0,0.578684092129886,0.5149051490514905,7.0,8,4,7.0,4.0,1.0,2
7cgm,62,664.0,166.0,4.0,0.562770066467313,0.5902959864818581,4.0,7,6,6.0,2.0,1.0,2
7ck5,47,994.0,248.5,4.0,0.7107211390931928,0.7421173836716175,4.0,3,3,2.0,4.0,1.0,3
7cue,236,413.0,103.25,4.0,0.3036262207420951,0.2965852860589703,4.0,5,4,4.0,4.0,1.0,2
7cz5,173,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0
7d9j,73,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1.0,0.0,0.0,0
7dhl,18,203.0,50.75,4.0,0.129916790731195,0.1191353807057921,4.0,5,5,4.0,3.0,1.0,2
7dhw,243,20.0,20.0,1.0,0.08547008547008547,0.08547008547008547,1.0,2,2,2.0,1.0,1.0,6
7dkm,13,1263.0,180.42857142857142,7.0,0.5200951064808434,0.7371096586782862,7.0,2,2,1.0,3.0,1.0,3
7dns,147,344.0,344.0,1.0,0.9834190966266437,0.9834190966266437,1.0,3,3,2.0,1.0,1.0,3
7ejb,55,871.0,145.16666666666666,6.0,0.45704016370440925,0.41580466918937314,6.0,6,4,4.0,3.0,1.0,2
7es4,29,283.0,283.0,1.0,0.9665300546448087,0.9665300546448087,1.0,2,2,1.0,1.0,1.0,3
7f4b,20,394.0,131.33333333333334,3.0,0.38892287506538903,0.5445326278659612,3.0,1,1,0.0,3.0,1.0,6
7ffg,96,1464.0,183.0,8.0,0.5461480892579381,0.621552255186764,8.0,6,5,4.0,5.0,1.0,1
7fw8,78,526.0,175.33333333333334,3.0,0.54111731011132,0.4891304347826087,3.0,5,5,5.0,3.0,1.0,2
7fxp,202,1633.0,204.125,8.0,0.6182424453582569,0.5476589667163437,8.0,4,2,3.0,4.0,1.0,1
7g8k,66,286.0,143.0,2.0,0.5146519526533744,0.5146519526533744,2.0,9,5,8.0,2.0,2.0,2
7gi7,139,807.0,201.75,4.0,0.635032368658324,0.7710469042215727,4.0,1,1,0.0,2.0,1.0,3
7gm4,51,1180.0,168.57142857142858,7.0,0.5010163164197105,0.3942232630757221,7.0,6,5,5.0,4.0,1.0,1
7hiq,22,1694.0,188.22222222222223,9.0,0.5675733178108309,0.7737056428155904,9.0,5,3,4.0,4.0,1.0,1
7hld,26,1314.0,146.0,9.0,0.44104846509656004,0.2810077519379845,9.0,6,5,5.0,5.0,1.0,1
7iy2,15,0.0,0.0,0.0,0.0,0.0,0.0,5,3,4.0,0.0,0.0,0
7jdy,51,439.0,219.5,2.0,0.6270559425845156,0.6270559425845156,2.0,8,7,8.0,2.0,1.0,2
7ji2,29,332.0,166.0,2.0,0.473707962133888,0.473707962133888,2.0,6,4,4.0,1.0,1.0,2
7jmk,47,743.0,123.83333333333333,6.0,0.33853155464351764,0.19341063110260126,6.0,4,3,4.0,4.0,1.0,2
7yv9,26,441.0,147.0,3.0,0.34479879347268366,0.4075091575091575,3.0,8,7,6.0,2.0,1.0,2
7jrt,56,2392.0,199.33333333333334,12.0,0.5586577138366503,0.6556347739342194,12.0,11,8,10.0,5.0,1.0,5
7jy2,26,1047.0,130.875,8.0,0.3662905667941169,0.24794517709167116,8.0,2,2,1.0,6.0,2.0,1
7k7v,136,308.0,102.66666666666667,3.0,0.3429310904633133,0.06535947712418301,3.0,7,4,6.0,2.0,1.0,2
7ket,70,902.0,180.4,5.0,0.6096231572712043,0.7371167645140247,5.0,9,7,9.0,4.0,1.0,5
7khu,18,1184.0,197.33333333333334,6.0,0.4603987340385783,0.45936199090167806,6.0,3,3,2.0,6.0,1.0,1
7kih,61,761.0,152.2,5.0,0.46166284062862495,0.2975206611570248,5.0,4,4,3.0,4.0,1.0,2
7kpr,269,26.0,26.0,1.0,0.08349389852280024,0.08349389852280024,1.0,2,2,1.0,1.0,1.0,6
7l7g,20,742.0,247.33333333333334,3.0,0.5299310924101223,0.46850998463901694,3.0,1,1,0.0,3.0,1.0,3
7m1z,129,2033.0,203.3,10.0,0.6323897539891641,0.7131894772695397,10.0,3,3,1.0,5.0,1.0,1
7mcv,17,4186.0,144.3448275862069,29.0,0.4053249748740136,0.3624031007751938,29.0,9,7,6.0,8.0,1.0,4
7mnq,171,51.0,51.0,1.0,0.16569200779727095,0.16569200779727095,1.0,8,4,7.0,1.0,1.0,2
7my4,93,281.0,140.5,2.0,0.41713554987212276,0.41713554987212276,2.0,5,5,3.0,1.0,1.0,2
7n3y,42,33.0,33.0,1.0,0.09515570934256055,0.09515570934256055,1.0,1,1,0.0,1.0,1.0,6
7nn1,101,315.0,78.75,4.0,0.23953747358474947,0.23796115913795202,4.0,9,8,7.0,2.0,1.0,2
7o59,43,500.0,83.33333333333333,6.0,0.2992915440126813,0.227518288254778,6.0,2,2,1.0,4.0,1.0,6
7okw,174,229.0,114.5,2.0,0.37238498870864145,0.37238498870864145,2.0,5,4,4.0,2.0,1.0,2
7pti,31,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4.0,0.0,0.0,0
7pu2,11,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1.0,0.0,0.0,0
7q5k,16,482.0,96.4,5.0,0.2340216612565594,0.06865530303030304,5.0,3,3,2.0,4.0,1.0,6
7q7c,33,571.0,142.75,4.0,0.34178481039969594,0.3362512484290985,4.0,2,2,1.0,3.0,1.0,6
7qas,54,681.0,227.0,3.0,0.6589193524836138,0.8544973544973545,3.0,3,3,3.0,2.0,1.0,3
7qlv,120,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0
7qyq,28,152.0,38.0,4.0,0.0977049753581861,0.10240442355408427,4.0,1,1,0.0,4.0,1.0,6
7rzl,59,56.0,28.0,2.0,0.1065933329984764,0.1065933329984764,2.0,7,4,6.0,1.0,1.0,2
7sa4,17,76.0,76.0,1.0,0.18121125417262754,0.18121125417262754,1.0,3,3,2.0,1.0,1.0,6
7sga,21,1506.0,215.14285714285714,7.0,0.6354347493339046,0.6584022038567493,7.0,2,2,1.0,4.0,1.0,1
7sp3,41,1469.0,163.22222222222223,9.0,0.5143128965823146,0.5293088363954506,9.0,8,5,7.0,4.0,1.0,1
7srr,60,220.0,73.33333333333333,3.0,0.30969965950575096,0.22252497729336967,3.0,2,2,0.0,2.0,2.0,6
7sse,35,250.0,125.0,2.0,0.33572686975771865,0.33572686975771865,2.0,4,4,3.0,2.0,1.0,6
7su7,67,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0
7tef,10,1154.0,164.85714285714286,7.0,0.41648326792707097,0.3447572419420645,7.0,6,4,5.0,3.0,1.0,2
7teq,31,567.0,141.75,4.0,0.4205491629937883,0.3939174242001747,4.0,5,3,4.0,3.0,1.0,2
7thz,68,350.0,175.0,2.0,0.5616605139114836,0.5616605139114836,2.0,11,6,10.0,2.0,1.0,2
7u1k,56,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0
7ux3,138,151.0,75.5,2.0,0.2991716227697536,0.2991716227697536,2.0,1,1,0.0,2.0,1.0,6
7uz3,39,1034.0,206.8,5.0,0.46314389943087786,0.4554738562091503,5.0,1,1,0.0,3.0,1.0,3
7v11,34,1051.0,116.77777777777777,9.0,0.3816516765389862,0.17938682322243965,9.0,5,5,4.0,6.0,1.0,1
7v1t,118,295.0,295.0,1.0,0.9621656881930853,0.9621656881930853,1.0,1,1,0.0,1.0,1.0,3
7vdc,22,1019.0,127.375,8.0,0.36255696405166793,0.2971604593296342,8.0,5,5,3.0,5.0,1.0,1
7vzq,52,967.0,193.4,5.0,0.6237127685603913,0.5946255002858776,5.0,1,1,0.0,4.0,1.0,3
7w1c,95,193.0,64.33333333333333,3.0,0.31234721919685976,0.1851851851851852,3.0,7,3,6.0,3.0,1.0,2
7wjy,130,181.0,60.333333333333336,3.0,0.24464659733373414,0.2553763440860215,3.0,7,4,5.0,2.0,1.0,2
7wyd,13,685.0,228.33333333333334,3.0,0.6399594324748187,0.8227513227513228,3.0,4,3,2.0,3.0,1.0,3
