adventurer_id,cluster,age,avg_completion,completion_std,median_completion,num_views,completion_consistency,finisher_ratio,genre_concentration,avg_content_length,num_subs,num_churns,churn_rate,num_publishers,publisher_concentration,viewing_time_std,viewing_time_mean,viewing_consistency
11lj,1,1114,0.3052028175396697,0.16538259203724245,0.2724824777143746,4,0.8580872983968879,0.0,0.0,4.65,6,4.0,0.6666666666666666,5,0.16666666666666666,48.49742261192856,86.0,0.5574416392175697
11mb,6,20,0.24891574838037459,0.33216486381691507,0.06433823529411764,3,0.7506578406030038,0.0,0.0,5.566666666666666,4,3.0,0.75,4,0.2,119.24903912960194,87.33333333333333,1.349989122221909
11pr,1,24,0.6037192414324707,0.337856246599901,0.644873316193113,4,0.7474644623003803,0.5,0.16666666666666674,6.4975000000000005,5,3.0,0.6,4,0.2,131.5053864549535,232.5,0.5631922332117923
11q7,0,12,0.7029734404060484,0.20830919454630553,0.7626346560652595,4,0.8276027398562326,0.25,0.16666666666666674,6.1425,4,3.0,0.75,4,0.2,98.42890835521848,264.25,0.37107976759743067
11qy,1,44,0.3703523936239636,0.41941538581649607,0.08645533141210374,5,0.704515401194391,0.4,0.1499999999999999,4.304,3,2.0,0.6666666666666666,2,0.3333333333333333,153.9724001241781,125.0,1.222003175588715
11td,1,706,0.5278902049530544,0.2647018742185214,0.4646105622986775,6,0.7907001803234579,0.16666666666666666,0.22222222222222232,4.825,6,3.0,0.5,5,0.16666666666666666,103.09219175087898,155.0,0.660847383018455
11vb,1,57,0.39110701935428976,0.28937260181170976,0.2674494455316373,3,0.7755710014272759,0.0,0.16666666666666674,5.44,6,5.0,0.8333333333333334,5,0.16666666666666666,111.8406604653841,133.66666666666666,0.8304999539508722
11vi,1,21,0.6465770409412032,0.2511759632756195,0.5965463108320251,3,0.7992480908776152,0.3333333333333333,0.0,5.57,3,2.0,0.6666666666666666,3,0.25,84.57146879020922,216.66666666666666,0.38853661006221696
11wo,0,18,0.6494775097685188,0.32276817476717407,0.6949497185436129,6,0.7559903685889738,0.3333333333333333,0.25,5.2,6,3.0,0.5,6,0.14285714285714285,107.76718733764311,205.16666666666666,0.5227187744752293
121h,1,124,0.5237426794515379,0.39878788186508146,0.3131115459882583,5,0.7149046778033598,0.4,0.0,4.3100000000000005,15,15.0,1.0,8,0.1111111111111111,121.72797542060741,147.8,0.8180643509449422
123l,1,4089,0.7062947223130289,0.0064210052412421005,0.7062947223130289,2,0.993619961022472,0.0,0.0,5.359999999999999,3,2.0,0.6666666666666666,3,0.25,29.698484809834994,227.0,0.1302565123238377
123v,4,11,0.5760777936435733,0.3644344140658096,0.7121212121212122,11,0.7329044105682957,0.2727272727272727,0.1969696969696968,5.890909090909091,7,4.0,0.5714285714285714,7,0.125,157.99309536121567,214.72727272727272,0.732374230498682
124i,9,16,0.5881888982573982,0.41089913545956275,0.7777777777777778,5,0.7087678877018212,0.4,0.0,5.294,3,2.0,0.6666666666666666,3,0.25,148.11887118122388,185.8,0.792927575916616
126k,1,33,0.9298180004986287,0.07680450120591852,0.9298180004986287,2,0.9286736811371937,1.0,0.0,6.015000000000001,4,4.0,1.0,4,0.2,50.204581464244875,336.5,0.14875431544961445
126n,1,40,0.22967216359432494,0.00939920892106489,0.22967216359432494,2,0.9906883135651439,0.0,0.0,4.775,4,4.0,1.0,4,0.2,12.020815280171307,65.5,0.18076413955144824
1279,3,27,0.37510623546251565,0.22023749058251227,0.2747401551749378,4,0.819512601208986,0.0,0.0,5.7575,2,2.0,1.0,2,0.3333333333333333,96.43996405363632,134.0,0.7143701041010098
127y,1,88,0.47561036122406736,0.23185222012306303,0.4910867465363379,6,0.8117856863545687,0.16666666666666666,0.1333333333333333,5.158333333333333,5,4.0,0.8,5,0.16666666666666666,88.1440109517752,153.16666666666666,0.5717449359034067
128j,3,17,0.6267273167453132,0.45841633303892254,0.8561460010735372,3,0.6856752611349916,0.6666666666666666,0.0,5.553333333333334,5,4.0,0.8,5,0.16666666666666666,150.80782473068166,205.0,0.7320768190809789
128p,1,187,0.42222299657854007,0.42184928985164555,0.17681159420289855,5,0.7033094204409942,0.4,0.1499999999999999,4.82,6,6.0,1.0,5,0.16666666666666666,92.79116337238153,101.8,0.9026377759959293
1298,1,2370,0.4545788694450543,0.3848461307546045,0.4584304584304585,5,0.7221018839508897,0.2,0.1499999999999999,4.892,2,1.0,0.5,2,0.3333333333333333,132.94246875998655,138.8,0.9509475590843101
12am,1,11,0.22926973356457614,0.22877036732648348,0.22926973356457614,2,0.8138217087508107,0.0,0.0,7.075,3,2.0,0.6666666666666666,3,0.25,95.45941546018392,96.5,0.9790709277967582
12b7,1,71,0.5774703198509678,0.5903580284735892,0.5774703198509678,2,0.628789229906797,0.5,0.0,5.055,6,5.0,0.8333333333333334,5,0.16666666666666666,156.27059864222701,163.5,0.9499732440256962
12c9,1,87,0.6320827766810897,0.14051381488255335,0.6320827766810897,2,0.8767977967044415,0.0,0.0,4.48,5,3.0,0.6,4,0.2,43.1335136523794,170.5,0.2515073682354484
12d7,1,28,0.21719250114311844,0.0,0.21719250114311844,1,0.0,0.0,0.0,7.29,2,2.0,1.0,2,0.3333333333333333,0.0,95.0,0.0
12iy,1,25,0.4083326704969825,0.28473242595087384,0.298874340589145,8,0.7783721962648107,0.125,0.16666666666666652,6.74,16,15.0,0.9375,8,0.1111111111111111,120.781310640347,164.875,0.728146560002092
12ld,3,36,0.9558823529411764,0.0,0.9558823529411764,1,0.0,1.0,0.0,5.44,7,4.0,0.5714285714285714,7,0.125,0.0,312.0,0.0
12m4,7,10,0.6861619658362645,0.3289009448940971,0.8374755217283085,12,0.7525015343259404,0.5833333333333334,0.10000000000000009,6.021666666666667,5,4.0,0.8,5,0.16666666666666666,134.5730622781138,246.5,0.5437295445580356
12nq,1,72,0.8212689995721371,0.18388277895258603,0.8212689995721371,2,0.8446782213393861,0.5,0.0,4.359999999999999,1,0.0,0.0,1,0.5,49.49747468305833,215.0,0.2291549753845293
12ts,5,10,0.7478415597402568,0.27612695734870185,0.8693415637860082,15,0.7836210921189325,0.5333333333333333,0.22857142857142865,5.987333333333334,4,2.0,0.5,4,0.2,131.30491594902665,272.8666666666667,0.47944832990150915
12xa,1,112,0.6007302801634844,0.40273197987564296,0.6007302801634844,2,0.7128945617170954,0.5,0.0,6.12,5,4.0,0.8,4,0.2,137.17871555019022,217.0,0.629260163074267
12xv,1,32,0.6728264634149411,0.39060483268183277,0.8128750681942171,5,0.7191115523965662,0.6,0.26666666666666683,6.9,4,3.0,0.75,4,0.2,182.37680773607153,285.6,0.6363461539988539
12yw,1,91,0.2978159176519547,0.14784987009985798,0.3174638703781868,4,0.871194069929201,0.0,0.16666666666666674,4.4725,7,6.0,0.8571428571428571,3,0.25,57.23853597009623,88.25,0.6413281341187252
12zk,4,15,0.5771418074671936,0.3787981869583306,0.7261029411764706,9,0.7252693029761154,0.4444444444444444,0.2407407407407407,5.1433333333333335,2,1.0,0.5,2,0.3333333333333333,122.3396910246221,176.66666666666666,0.6885911314706685
1328,1,22,0.480635755427986,0.3376251365298717,0.5780346820809248,7,0.7475936065273457,0.14285714285714285,0.25,6.067142857142857,2,1.0,0.5,2,0.3333333333333333,159.4024556182961,201.14285714285714,0.7885633846841503
134t,1,31,0.9754224270353303,0.0,0.9754224270353303,1,0.0,1.0,0.0,4.34,1,0.0,0.0,1,0.5,0.0,254.0,0.0
135s,6,14,0.6080665819208022,0.30274117002074447,0.6080665819208022,2,0.7676121880634786,0.5,0.0,5.27,6,5.0,0.8333333333333334,6,0.14285714285714285,92.63098833543772,191.5,0.48119993940487127
136r,1,94,0.36705316268011495,0.422094745796578,0.36705316268011495,2,0.7031880280521364,0.0,0.0,4.12,2,1.0,0.5,2,0.3333333333333333,156.97770542341354,121.0,1.2867025034706028
138n,1,124,0.8434074027313092,0.1595427995133463,0.8434074027313092,2,0.8624088739283229,0.5,0.0,5.09,1,0.0,0.0,1,0.5,4.949747468305833,252.5,0.019525631038681785
138q,1,35,0.5316074963637217,0.3297771033593776,0.6477438136826783,15,0.7520057289855036,0.2,0.3222222222222222,5.248666666666667,15,14.0,0.9333333333333333,8,0.1111111111111111,114.23188613309249,171.73333333333332,0.6613192944795011
13a2,9,1570,0.40136203159528067,0.33724412307781243,0.33167495854063017,5,0.7478066141718324,0.2,0.1499999999999999,4.41,5,4.0,0.8,5,0.16666666666666666,117.8516016013359,117.0,0.9987423864519992
13bd,1,30,0.7374282002942216,0.2757564482450212,0.8420888781794391,10,0.7838486737618593,0.5,0.23333333333333317,6.122,5,5.0,1.0,4,0.2,134.84542591014684,279.8,0.4802187532412637
13g8,1,67,0.2937537069813585,0.34123494531831927,0.13853278925321394,4,0.7455815280466519,0.25,0.16666666666666674,6.455,4,4.0,1.0,3,0.25,145.2248257013931,118.25,1.2178182448754138
13i7,1,218,0.13537906137184116,0.0,0.13537906137184116,1,0.0,0.0,0.0,5.54,5,4.0,0.8,4,0.2,0.0,45.0,0.0
13jb,6,14,0.34313725490196073,0.0,0.34313725490196073,1,0.0,0.0,0.0,5.44,4,3.0,0.75,4,0.2,0.0,112.0,0.0
13jw,7,20,0.7863901388777771,0.18804094274025773,0.7913147872164266,10,0.8417218329979985,0.4,0.28,5.604,3,2.0,0.6666666666666666,3,0.25,84.50700168230638,266.9,0.3154423355069294
13k3,5,11,0.8251235988989071,0.2665040761770228,0.9218098094209446,12,0.7895750347827757,0.75,0.13888888888888884,6.176666666666667,5,3.0,0.6,5,0.16666666666666666,136.29944196066202,311.0833333333333,0.4367405349874351
13lb,1,15,0.2153954802259887,0.0,0.2153954802259887,1,0.0,0.0,0.0,4.72,3,2.0,0.6666666666666666,2,0.3333333333333333,0.0,61.0,0.0
13mc,1,68,0.5559959612722704,0.2957218323377086,0.49539170506912444,5,0.7717705876699054,0.2,0.1499999999999999,4.986,15,13.0,0.8666666666666667,9,0.1,103.6807600280785,168.8,0.6106051827330888
13nh,3,51,0.33509280849666223,0.19811725279397424,0.24983581189891413,4,0.8346428512468452,0.0,0.16666666666666674,5.172499999999999,6,5.0,0.8333333333333334,6,0.14285714285714285,77.61604215624499,107.75,0.7137107324712183
13om,0,13,0.8569394929689048,0.21368974956173395,0.9650735294117646,3,0.8239337939214714,0.6666666666666666,0.0,5.260000000000001,3,2.0,0.6666666666666666,3,0.25,59.01129835322499,256.6666666666667,0.2290218564808214
13on,0,45,0.6323120700008699,0.372338714433187,0.7965451055662187,5,0.7286830790990453,0.4,0.1499999999999999,5.232,5,3.0,0.6,5,0.16666666666666666,111.88744344205922,188.4,0.5907467974765535
13pw,1,147,0.4412773167482479,0.3423545300989202,0.315955766192733,7,0.7449596791142117,0.14285714285714285,0.17142857142857149,5.501428571428571,6,5.0,0.8333333333333334,4,0.2,128.31861387447523,156.0,0.8173160119393327
13qr,1,333,0.17809675704412548,0.0,0.17809675704412548,1,0.0,0.0,0.0,6.27,5,4.0,0.8,4,0.2,0.0,67.0,0.0
13tm,7,13,0.9314029653964406,0.059824788297596514,0.9566074950690336,9,0.9435521899863341,0.8888888888888888,0.2666666666666666,5.717777777777778,8,5.0,0.625,8,0.1111111111111111,71.26612877876212,317.8888888888889,0.2234826338009962
13u7,4,14,0.6355717418294543,0.24711433486316528,0.5526468877254217,9,0.8018510990090745,0.2222222222222222,0.22222222222222232,5.895555555555556,5,4.0,0.8,4,0.2,103.62405340674745,224.77777777777777,0.45896480347476726
13ua,9,15,0.4171089228198013,0.34949026678997763,0.27267156862745096,7,0.7410205353897754,0.14285714285714285,0.11904761904761907,4.764285714285714,7,6.0,0.8571428571428571,6,0.14285714285714285,122.48731712770451,130.14285714285714,0.9339991502112545
13w7,3,19,0.9106642565124424,0.05315629150378117,0.9392655367231639,3,0.949526682855514,1.0,0.0,4.013333333333334,1,0.0,0.0,1,0.5,109.89085494252923,216.0,0.5064094697812407
13x5,1,33,0.49207499424890727,0.33299247567678425,0.49207499424890727,2,0.7501917814594431,0.0,0.0,6.025,3,2.0,0.6666666666666666,3,0.25,108.89444430272832,174.0,0.6222539674441618
13z9,1,72,0.16597466987570675,0.16068103425997796,0.16597466987570675,2,0.8615631430882953,0.0,0.0,5.16,10,9.0,0.9,6,0.14285714285714285,41.71930009000631,47.5,0.8601917544331197
143e,4,14,0.6607941371082272,0.2423274173261259,0.7396601894465142,8,0.8049407797441276,0.375,0.1875,5.15625,7,5.0,0.7142857142857143,7,0.125,116.10701652231998,218.375,0.5292627533780968
146l,1,51,0.0717427147165236,0.021160152884558105,0.0717427147165236,2,0.9792783210108764,0.0,0.0,5.09,3,2.0,0.6666666666666666,2,0.3333333333333333,7.0710678118654755,22.0,0.30743773095067284
14af,8,32,0.6351838483645702,0.3753605105966565,0.7087965707867026,6,0.7270820939639904,0.5,0.25,5.8183333333333325,6,4.0,0.6666666666666666,6,0.14285714285714285,136.7646396795117,223.83333333333334,0.6082934307465309
14cl,1,47,0.4158293621293369,0.3639189677458292,0.361056083111439,8,0.7331813866132503,0.25,0.1875,5.22375,7,6.0,0.8571428571428571,6,0.14285714285714285,115.83909715019117,129.125,0.8902140030754364
14do,1,2983,0.6565239813798857,0.3006420689717736,0.814280314115696,6,0.7688510343130397,0.6666666666666666,0.3333333333333335,4.5,3,2.0,0.6666666666666666,3,0.25,77.4390082581124,172.0,0.4476243251914011
14f9,1,188,0.4788400234765721,0.33736901781914397,0.46891577310136684,8,0.7477367777150291,0.25,0.16666666666666674,4.4875,6,5.0,0.8333333333333334,5,0.16666666666666666,119.26171700448197,142.25,0.8325425270818986
14hw,1,252,0.4723328443145126,0.3028637553632611,0.4749568221070812,10,0.7675399640856404,0.2,0.26666666666666683,4.367,8,5.0,0.625,5,0.16666666666666666,85.69221408946999,122.4,0.6944263702550242
14jn,1,259,0.5351006071927008,0.42590029759482,0.7480314960629921,5,0.7013113060476808,0.4,0.1499999999999999,4.840000000000001,13,12.0,0.9230769230769231,8,0.1111111111111111,127.92888649558394,153.6,0.8274830950555235
14k8,1,1257,0.723570383847032,0.30052416575204155,0.723570383847032,2,0.7689207369874127,0.5,0.0,5.115,3,3.0,1.0,3,0.25,91.92388155425118,222.0,0.4122147154899156
14le,0,25,0.8610426861210624,0.10786132378542829,0.8491855473816621,4,0.9026400493728952,0.5,0.25,6.0625,3,2.0,0.6666666666666666,3,0.25,51.11425111127685,314.0,0.16226746384532334
14p3,1,66,0.7728127389432728,0.2894190665385243,0.9033078880407124,11,0.775543053419028,0.6363636363636364,0.3272727272727274,5.237272727272727,3,1.0,0.3333333333333333,2,0.3333333333333333,107.97390257077697,250.1818181818182,0.429863528150035
14r8,1,12,0.45780401774093993,0.3091359341553252,0.34402518183803943,16,0.7638626164862058,0.1875,0.3035714285714286,7.11,6,4.0,0.6666666666666666,4,0.2,147.81349453506155,198.1875,0.7420821815378051
14te,1,275,0.40927668020618135,0.2680511102382757,0.41820119055891414,4,0.7886117459509129,0.0,0.16666666666666674,4.4375,1,0.0,0.0,1,0.5,54.28551065124714,100.25,0.5361531916172557
14vk,1,4649,0.2182647267721084,0.05214366323776588,0.2074086199151865,4,0.9504405481307524,0.0,0.16666666666666674,4.3149999999999995,3,2.0,0.6666666666666666,3,0.25,12.338962679253067,54.25,0.22332964125344917
14vn,9,14,0.4143589601713014,0.28222748694331146,0.3204047217537943,5,0.7798928116756328,0.0,0.1333333333333333,5.33,6,4.0,0.6666666666666666,6,0.14285714285714285,82.45786802967925,127.6,0.6411964854562928
14wv,1,3596,0.42114477901306574,0.3310230948868255,0.3024114450413496,10,0.7513017646662458,0.2,0.25,4.295,6,5.0,0.8333333333333334,5,0.16666666666666666,84.04919194535225,106.4,0.7825809305898719
152j,4,27,0.5968833351930989,0.34759594459827503,0.6379342930040633,10,0.7420621915704153,0.4,0.2666666666666666,4.997,4,3.0,0.75,4,0.2,120.56206331641438,179.1,0.6694173421233447
153g,1,14,0.848166549815052,0.16227129401284918,0.8841462725115965,4,0.8603843226200721,0.75,0.16666666666666674,5.0075,1,0.0,0.0,1,0.5,87.10912696153027,257.0,0.33763227504469095
158a,1,104,0.47118587035185633,0.2534318235342598,0.488573996690358,8,0.7978096464635256,0.125,0.1875,4.675,9,9.0,1.0,5,0.16666666666666666,84.6910351133544,131.0,0.6415987508587455
158e,3,16,0.4745581354766802,0.2712515958124257,0.36892315605630066,4,0.7866263478402358,0.25,0.0,5.87,5,4.0,0.8,5,0.16666666666666666,98.0556814604165,168.25,0.5793541002092555
15aa,8,28,0.4759018270952087,0.33108099935730095,0.4013961605584642,9,0.7512690816583213,0.2222222222222222,0.22222222222222232,4.915555555555556,5,3.0,0.6,4,0.2,127.1312751100653,159.88888888888889,0.7901805773415661
15d8,1,34,0.7739555758511479,0.22631640941651743,0.8210603537156,4,0.8154502315399996,0.5,0.16666666666666674,5.7275,4,3.0,0.75,4,0.2,74.88825007970209,262.75,0.28393649319318326
15jb,1,11,0.9943714821763602,0.0,0.9943714821763602,1,0.0,1.0,0.0,5.33,2,1.0,0.5,2,0.3333333333333333,0.0,318.0,0.0
15ka,1,57,0.7331827806200962,0.3260617975721388,0.8870967741935485,17,0.7541126679245876,0.7058823529411765,0.2058823529411764,5.238823529411765,8,5.0,0.625,5,0.16666666666666666,115.18476206410597,233.8235294117647,0.4905162713150805
15km,1,4309,0.7100556971234933,0.22457982841348828,0.8107429718875503,9,0.8166066244089256,0.5555555555555556,0.3111111111111111,5.085555555555556,6,5.0,0.8333333333333334,4,0.2,93.73025718043834,221.11111111111111,0.4219971558899175
15m1,1,19,0.41311529677718095,0.3887915757648659,0.2180526127284108,20,0.7200504506583416,0.3,0.25,6.798,4,3.0,0.75,3,0.25,173.12589729959373,172.55,0.9975563082661695
15o2,1,50,0.1919966638158164,0.195366701201887,0.11925626232204845,4,0.8365633733937422,0.0,0.0,5.5575,5,5.0,1.0,4,0.2,61.33174816792143,63.25,0.9545797380221235
15qn,1,1072,0.9634809634809636,0.0,0.9634809634809636,1,0.0,1.0,0.0,4.29,2,2.0,1.0,2,0.3333333333333333,0.0,248.0,0.0
15sb,9,19,0.5486518121781302,0.41037792922600597,0.5327989121449592,4,0.7090298134123418,0.5,0.16666666666666674,5.2825,4,3.0,0.75,4,0.2,142.78421948287328,182.0,0.7802416365184333
15y9,1,190,0.6142736821888926,0.34386880252407553,0.6125842346307824,6,0.7441202579610333,0.3333333333333333,0.22222222222222232,5.366666666666667,6,5.0,0.8333333333333334,4,0.2,116.63861567537,197.16666666666666,0.5885884727100252
161y,1,1127,0.8313878357924432,0.2716407856972016,0.962154553572464,4,0.7863855982345916,0.75,0.0,5.0575,5,4.0,0.8,5,0.16666666666666666,96.17518737526153,254.5,0.376419520059732
164u,1,49,0.7561028988518267,0.2401750027185289,0.8670520231213872,3,0.8063378134601547,0.6666666666666666,0.16666666666666674,5.29,6,4.0,0.6666666666666666,4,0.2,89.60468737739114,243.0,0.3672323253171768
165v,4,14,0.6394147938227818,0.3378559033708332,0.7309124767225326,11,0.7474646540635813,0.45454545454545453,0.25757575757575757,5.765454545454546,2,1.0,0.5,2,0.3333333333333333,121.95408972232133,219.0,0.554336771465097
1689,1,18,0.11173184357541899,0.0,0.11173184357541899,1,0.0,0.0,0.0,7.16,2,2.0,1.0,2,0.3333333333333333,0.0,48.0,0.0
16eo,1,103,0.6636930929949664,0.2540455465430301,0.7270205898803273,10,0.7974192028006114,0.4,0.30000000000000004,4.596,14,12.0,0.8571428571428571,8,0.1111111111111111,88.24234307355574,186.4,0.47087696410648744
16h6,1,68,0.1590330788804071,0.0,0.1590330788804071,1,0.0,0.0,0.0,5.24,3,3.0,1.0,3,0.25,0.0,50.0,0.0
16ia,1,14,0.48954663756844824,0.29090487986237523,0.4015544041450777,5,0.77465041429436,0.2,0.1333333333333333,5.756,7,6.0,0.8571428571428571,5,0.16666666666666666,94.47645209257172,162.4,0.5781912612764487
16id,9,11,0.43952451960595773,0.3179148818286123,0.2772585669781931,7,0.7587743440703059,0.14285714285714285,0.17142857142857149,5.528571428571429,2,1.0,0.5,2,0.3333333333333333,126.16315966692837,156.14285714285714,0.802856470607726
16in,3,14,0.37972264098958913,0.31696730565266,0.324524988878623,6,0.7593202926965769,0.16666666666666666,0.16666666666666674,6.033333333333334,4,2.0,0.5,4,0.2,136.67284538878476,143.66666666666666,0.9447431708902173
16io,1,16,0.5266658594130245,0.395029669528211,0.6152927120669057,3,0.7168306322389494,0.3333333333333333,0.16666666666666674,6.12,1,0.0,0.0,1,0.5,199.04857028708682,238.66666666666666,0.8305225463995278
16ju,1,555,0.29065594622273505,0.06715386380194023,0.2641802641802642,3,0.9370719948830136,0.0,0.16666666666666674,4.493333333333333,1,0.0,0.0,1,0.5,8.504900548115385,76.66666666666667,0.1095051572718719
16lm,1,5220,0.4680043064051159,0.3699640205631798,0.41666666666666663,9,0.7299461774104907,0.3333333333333333,0.3055555555555556,4.822222222222222,3,2.0,0.6666666666666666,3,0.25,109.48186049651228,129.55555555555554,0.838584463377541
16mc,1,630,0.8489583333333334,0.0,0.8489583333333334,1,0.0,1.0,0.0,6.4,2,2.0,1.0,2,0.3333333333333333,0.0,326.0,0.0
16mh,1,63,0.8702633269107256,0.0,0.8702633269107256,1,0.0,1.0,0.0,5.19,3,2.0,0.6666666666666666,3,0.25,0.0,271.0,0.0
16mn,1,2610,0.33171773377196506,0.26764891590480855,0.28141971538709065,4,0.7888619533794425,0.0,0.16666666666666674,4.24,3,3.0,1.0,3,0.25,99.11062842433533,95.75,1.0243992601998484
16pz,1,102,0.1596981507011716,0.16546319639468676,0.08173937408150779,4,0.858027952399921,0.0,0.0,5.33,6,3.0,0.5,3,0.25,58.22084391922421,53.5,1.0682723654903525
16qm,1,194,0.5569556550996559,0.24693794259287868,0.5808443877781696,4,0.8019645291413647,0.0,0.0,4.855,2,0.0,0.0,2,0.3333333333333333,43.162483709814474,151.5,0.2830326800643572
16ta,1,207,0.41206156306740344,0.48322351108433653,0.17412935323383083,3,0.6742072199684406,0.3333333333333333,0.0,5.536666666666666,4,3.0,0.75,4,0.2,168.1854135569828,140.33333333333334,1.1899911336578972
16wm,1,67,0.05089058524173028,0.0,0.05089058524173028,1,0.0,0.0,0.0,5.24,1,0.0,0.0,1,0.5,0.0,16.0,0.0
16yz,1,89,0.10321135887173623,0.03596851532279198,0.10321135887173623,2,0.9652803007130146,0.0,0.0,5.165,7,5.0,0.7142857142857143,3,0.25,16.97056274847714,33.0,0.49913419848462176
16zp,6,12,0.3476742592584965,0.39622090046720426,0.20793346129238643,4,0.7162190450417834,0.25,0.16666666666666674,5.7125,4,2.0,0.5,4,0.2,171.82452289084543,133.5,1.2775057464003379
1758,9,12,0.3814063534732824,0.3352258861461847,0.3357417984381335,6,0.7489369479543755,0.16666666666666666,0.16666666666666674,5.341666666666666,6,4.0,0.6666666666666666,6,0.14285714285714285,122.62204804465902,127.16666666666667,0.9567389964472744
176a,1,138,0.4558623824826823,0.3592604073763959,0.3151986183074266,7,0.7356942014739989,0.2857142857142857,0.17142857142857149,5.065714285714286,8,7.0,0.875,5,0.16666666666666666,131.52168026965128,149.57142857142858,0.87348364505461
1776,1,44,0.9440559440559442,0.0,0.9440559440559442,1,0.0,1.0,0.0,4.29,2,1.0,0.5,2,0.3333333333333333,0.0,243.0,0.0
177r,8,15,0.5613392632491709,0.369997015905385,0.6897477187332259,7,0.7299285972087565,0.2857142857142857,0.1071428571428572,5.698571428571428,3,2.0,0.6666666666666666,3,0.25,150.0504677005135,211.85714285714286,0.7049350831567749
177z,1,87,0.3381763646359328,0.32066619371095106,0.22788654016555013,4,0.7571936078639915,0.0,0.25,5.105,5,5.0,1.0,5,0.16666666666666666,112.76819882691514,107.0,1.0441499891381032
1799,1,50,0.7863660762211486,0.0,0.7863660762211486,1,0.0,0.0,0.0,6.21,4,3.0,0.75,3,0.25,0.0,293.0,0.0
17am,1,25,0.7616644052605812,0.39376976967256566,0.9443453553804602,4,0.7174786121490689,0.75,0.16666666666666674,6.7275,5,4.0,0.8,3,0.25,146.98979556418195,288.0,0.5086152095646435
17e7,6,19,0.686219434171309,0.006841224729423749,0.686219434171309,2,0.9932052596165176,0.0,0.0,5.27,2,1.0,0.5,2,0.3333333333333333,5.656854249492381,217.0,0.02594887270409349
